Computation Time (s),Average Daily Temperature Variation (°C),Average Daily Energy Consumption (kWh),Average Daily Reward
4.317335844039917,4.318405197726356,301171.24938964844,[-9.304368]
4.308204174041748,5.6652672621938915,287382.9288482666,[-11.85925]
4.316732883453369,6.551952352126439,280759.5729827881,[-13.543087]
4.352186918258667,5.774180716938442,283226.6092300415,[-12.0254965]
4.332840919494629,5.836226529545254,280127.19345092773,[-12.103947]
4.344657897949219,4.388878133561876,301367.31910705566,[-9.380462]
4.330169916152954,4.873113320933448,299319.1022872925,[-10.291324]
4.393527984619141,3.9618056416511536,301967.95082092285,[-8.636784]
4.244488954544067,5.372111058897442,289476.2201309204,[-11.29424]
4.500217914581299,5.406593683693144,289389.8591995239,[-11.282302]
4.3228888511657715,3.6481989092297025,308539.70432281494,[-7.983786]
4.384320020675659,3.3801200257407293,304365.57960510254,[-7.3763733]
4.389691114425659,3.131547490755717,305451.20334625244,[-7.05078]
4.4875922203063965,2.7797596057256064,334313.31729888916,[-6.5373936]
4.563205003738403,3.4340084261364408,321992.6538467407,[-7.654236]
4.322926998138428,3.890125811100006,310489.62020874023,[-8.525373]
4.3081231117248535,4.5792902376916675,300034.969329834,[-9.736442]
4.31404185295105,3.741293874051836,320241.8661117554,[-8.242856]
4.533070087432861,4.383220050070021,321156.06784820557,[-9.422493]
4.496031045913696,4.465608682897356,338151.76010131836,[-9.6858015]
4.37736964225769,4.804864989386664,302451.61056518555,[-10.18702]
4.484930992126465,5.30688132180108,311940.09017944336,[-11.1048765]
4.302020072937012,4.988994638125102,316006.7081451416,[-10.587632]
4.333012819290161,5.5049828555848865,306285.7904434204,[-11.481805]
4.419212818145752,6.160288605425093,287279.4609069824,[-12.645318]
4.423513889312744,5.391413258181678,284479.528427124,[-11.2200775]
4.3373589515686035,5.030869556797875,296406.49223327637,[-10.626695]
4.294903039932251,5.124960362911224,296854.0258407593,[-10.801438]
4.301221132278442,5.3576245705286665,285402.7843475342,[-11.178921]
4.312532901763916,5.235466751787397,281529.7212600708,[-10.934655]
4.3175437450408936,4.994939214653439,286436.1238479614,[-10.484555]
4.246760845184326,4.623340381516351,291805.9196472168,[-9.840977]
4.20796799659729,4.2855709592501325,298307.3778152466,[-9.216636]
4.451021909713745,4.662623544534047,297725.6603240967,[-9.964832]
4.415194034576416,5.302590390046437,284289.73388671875,[-11.074227]
4.345065355300903,4.870965056949192,287669.1789627075,[-10.282483]
4.390249967575073,5.330917914708455,286562.0393753052,[-11.18921]
4.411947965621948,5.477981044186486,289478.74450683594,[-11.4831085]
4.378735065460205,4.2765443258815345,308675.7879257202,[-9.245254]
4.308006286621094,4.257641368442112,299546.7863082886,[-9.214567]
4.613279104232788,5.273765067259471,284097.4760055542,[-11.082717]
4.336097002029419,5.874031143056022,286240.10276794434,[-12.270396]
4.377089023590088,4.861677414841122,290186.0294342041,[-10.296107]
4.5214409828186035,5.00038496653239,296344.9754714966,[-10.550904]
4.276607036590576,5.085944043265449,282740.50521850586,[-10.719216]
4.324328899383545,5.223093536165026,291082.9887390137,[-10.986382]
4.355315923690796,5.763308140966627,271561.46812438965,[-11.892316]
4.314167022705078,5.034875518745846,280459.81216430664,[-10.532636]
4.226691007614136,5.228593157397376,274736.5207672119,[-10.927448]
4.409659147262573,4.814058727688259,275532.18269348145,[-10.107746]
4.444947957992554,4.6507136887974205,279181.4708709717,[-9.854079]
4.4340972900390625,4.411195205317603,285386.0664367676,[-9.4321375]
4.612722158432007,4.2261616587638855,290881.6442489624,[-9.042003]
4.342643976211548,4.284774680932363,281511.4154815674,[-9.116059]
4.383511781692505,3.582712882094913,292421.8683242798,[-7.8339024]
